date_index,city,population,season,fever_medicine_sales,cough_medicine_sales,diarrhea_medicine_sales,antibiotic_sales,painkiller_sales,antiviral_sales,outbreak_label
1383,Delhi,106421,3,126,19,8,11,109,5,1
1384,Bangalore,81347,0,17,24,8,11,24,5,0
1385,Mumbai,84155,3,22,10,11,8,33,4,0
1386,Chennai,361935,0,10,21,5,10,33,8,0
1387,Bangalore,231580,3,21,10,7,9,30,2,0
1388,Delhi,416743,2,32,22,29,75,33,5,1
1389,Kolkata,461355,0,20,38,6,9,13,3,0
1390,Mumbai,124527,1,16,12,7,19,35,3,0
1391,Bangalore,239482,1,24,15,8,20,17,6,0
1392,Chennai,210657,3,24,20,10,15,29,2,0
1393,Delhi,51057,1,72,16,9,9,122,11,1
1394,Delhi,208511,0,17,23,8,7,28,7,0
1395,Bangalore,316405,1,20,16,10,12,29,3,0
1396,Chennai,211984,2,17,16,38,11,32,4,0
1397,Delhi,403258,2,18,17,32,13,23,6,0
1398,Mumbai,32769,3,17,15,8,6,23,4,0
1399,Delhi,470329,0,21,26,9,5,35,9,0
1400,Chennai,218990,2,62,15,18,43,23,5,1
1401,Kolkata,32449,2,18,18,32,10,25,6,0
1402,Kolkata,441869,0,17,33,14,7,31,2,0
1403,Bangalore,432075,1,18,19,6,5,16,6,0
1404,Chennai,149648,1,23,17,8,13,27,7,0
1405,Delhi,449090,3,20,17,10,13,22,6,0
1406,Delhi,480415,1,19,20,11,10,21,0,0
1407,Kolkata,308489,0,20,36,13,8,25,2,0
1408,Kolkata,127926,2,20,11,37,9,25,1,0
1409,Mumbai,255518,1,18,21,16,10,36,3,0
1410,Kolkata,473996,3,31,14,2,18,31,3,0
1411,Mumbai,396720,1,25,16,12,15,24,6,0
1412,Delhi,341572,0,19,24,10,13,25,4,0
1413,Mumbai,233720,3,19,17,14,10,31,4,0
1414,Mumbai,14321,1,16,11,5,10,28,6,0
1415,Bangalore,277920,3,16,9,9,9,23,6,0
1416,Kolkata,288263,0,28,31,5,12,23,5,0
1417,Mumbai,171641,2,16,16,21,17,14,3,0
1418,Delhi,140078,0,18,32,7,10,27,6,0
1419,Chennai,179668,0,20,32,9,12,35,7,0
1420,Mumbai,325111,0,25,28,12,10,27,5,0
1421,Kolkata,174135,0,29,30,14,16,40,3,0
1422,Bangalore,425556,2,29,13,25,11,24,5,0
1423,Delhi,347867,2,24,13,21,10,22,6,0
1424,Bangalore,196502,3,16,17,11,12,25,8,0
1425,Chennai,122620,1,18,18,12,14,18,4,0
1426,Mumbai,409884,2,20,17,39,11,21,8,0
1427,Mumbai,90880,2,18,21,25,11,17,5,0
1428,Kolkata,18195,1,20,15,12,14,27,4,0
1429,Mumbai,485313,2,18,21,32,21,24,4,0
1430,Delhi,264697,0,16,25,7,14,22,7,0
1431,Chennai,112658,0,22,27,11,16,25,5,0
1432,Bangalore,67995,1,12,13,9,14,23,7,0
1433,Chennai,140112,3,18,14,10,17,17,4,0
1434,Mumbai,228906,3,18,18,8,10,32,5,0
1435,Bangalore,48250,1,19,11,9,11,17,7,0
1436,Kolkata,267841,1,21,23,9,12,31,6,0
1437,Chennai,419292,0,23,44,9,9,20,2,0
1438,Bangalore,25376,3,15,17,10,19,28,1,0
1439,Bangalore,242647,2,21,14,39,8,32,4,0
1440,Bangalore,196911,0,32,40,9,15,23,3,0
1441,Delhi,336867,1,24,13,7,18,22,3,0
1442,Chennai,53442,3,26,17,11,12,21,4,0
1443,Bangalore,15392,2,22,18,32,17,21,4,0
1444,Chennai,168178,2,14,11,34,12,26,8,0
1445,Bangalore,483061,0,15,24,17,10,27,6,0
1446,Kolkata,34809,3,22,9,4,10,32,4,0
1447,Kolkata,125095,3,17,11,11,9,25,6,0
1448,Kolkata,141765,1,20,16,10,8,29,4,0
1449,Mumbai,109473,3,16,17,10,13,30,7,0
1450,Bangalore,104769,3,23,13,10,12,19,6,0
1451,Mumbai,463037,0,17,35,13,14,29,2,0
1452,Chennai,477375,3,24,22,11,15,31,3,0
1453,Mumbai,84710,2,16,17,26,9,27,10,0
1454,Chennai,283496,0,15,36,11,12,28,5,0
1455,Chennai,193268,0,19,34,13,7,25,5,0
1456,Chennai,212138,1,19,8,8,5,22,3,0
1457,Mumbai,146064,3,13,14,10,8,24,6,0
1458,Bangalore,63076,1,19,15,7,17,23,6,0
1459,Mumbai,295498,2,31,15,33,10,26,6,0
1460,Bangalore,144384,0,20,34,8,12,14,13,0
1461,Bangalore,317977,0,22,20,9,11,20,6,0
1462,Chennai,14318,0,20,27,11,11,23,5,0
1463,Mumbai,122363,2,31,17,28,12,22,7,0
1464,Bangalore,372136,2,24,12,31,7,31,9,0
1465,Kolkata,338147,1,23,17,14,19,26,3,0
1466,Bangalore,168264,1,17,14,9,9,22,7,0
1467,Kolkata,379985,1,18,9,10,14,29,9,0
1468,Mumbai,110726,3,25,14,12,8,26,5,0
1469,Mumbai,99199,0,25,35,7,15,22,3,0
1470,Mumbai,499998,0,30,32,11,13,23,10,0
1471,Bangalore,391339,1,26,18,10,8,27,4,0
1472,Delhi,178561,0,12,35,13,11,22,3,0
1473,Bangalore,261131,1,14,14,115,8,21,3,1
1474,Bangalore,379651,3,24,18,14,8,40,8,0
1475,Chennai,443525,3,22,14,12,8,27,4,0
1476,Chennai,380317,2,16,21,31,17,22,5,0
1477,Bangalore,38273,3,17,14,10,8,25,4,0
1478,Kolkata,188625,1,15,9,6,14,29,4,0
1479,Chennai,39473,3,19,16,6,12,20,7,0
1480,Bangalore,71410,2,21,16,29,10,29,2,0
1481,Delhi,138536,0,27,26,8,15,24,8,0
1482,Kolkata,416895,1,18,11,15,14,26,2,0
1483,Mumbai,365125,0,19,34,6,10,23,9,0
1484,Bangalore,55310,2,12,12,32,9,25,3,0
1485,Bangalore,93406,2,28,15,30,6,28,2,0
1486,Kolkata,201755,2,23,17,25,13,23,3,0
1487,Chennai,384909,0,45,25,7,80,18,5,1
1488,Chennai,298136,0,26,34,8,12,23,5,0
1489,Chennai,39433,0,31,26,9,12,25,4,0
1490,Mumbai,479790,0,19,25,15,18,23,5,0
1491,Kolkata,298077,2,18,14,193,8,17,2,1
1492,Kolkata,448236,2,55,23,28,80,20,3,1
1493,Chennai,432452,1,15,11,19,16,26,6,0
1494,Chennai,199807,1,17,16,4,17,20,3,0
1495,Delhi,150842,0,16,30,13,13,18,3,0
1496,Delhi,341429,3,18,20,16,6,24,2,0
1497,Bangalore,382265,3,15,19,10,15,24,6,0
1498,Bangalore,394891,2,21,15,32,12,34,2,0
1499,Kolkata,438487,2,23,8,37,15,22,4,0
1500,Kolkata,214463,2,19,17,29,8,25,4,0
1501,Mumbai,383826,1,27,13,9,11,25,4,0
1502,Mumbai,250705,1,21,19,11,13,26,9,0
1503,Delhi,33439,2,19,11,19,5,25,7,0
1504,Bangalore,367970,2,15,11,27,8,28,5,0
1505,Delhi,414317,2,19,19,26,15,26,5,0
1506,Delhi,102776,3,17,14,11,9,29,5,0
1507,Bangalore,223391,1,29,18,14,8,27,6,0
1508,Mumbai,391214,3,18,13,20,14,21,4,0
1509,Bangalore,448133,3,26,13,9,14,31,9,0
1510,Chennai,364489,2,14,15,28,15,22,2,0
1511,Chennai,385067,2,23,19,37,12,29,2,0
1512,Chennai,355603,0,19,28,10,13,20,7,0
1513,Kolkata,254361,0,18,27,13,12,36,4,0
1514,Mumbai,221634,3,23,12,11,14,30,6,0
1515,Mumbai,444412,1,21,16,10,11,36,7,0
1516,Kolkata,164641,2,22,20,25,8,23,4,0
1517,Delhi,391742,2,27,12,26,13,20,6,0
1518,Chennai,182959,3,20,20,13,13,27,5,0
1519,Chennai,424109,0,17,20,6,15,30,8,0
1520,Delhi,360115,1,17,15,11,19,24,9,0
1521,Bangalore,458520,0,15,33,9,8,28,7,0
1522,Bangalore,133299,0,18,24,8,8,20,5,0
1523,Mumbai,435615,0,17,33,11,10,24,5,0
1524,Kolkata,258155,0,27,33,11,8,17,5,0
1525,Mumbai,297380,2,20,16,45,20,23,5,0
1526,Bangalore,495951,2,20,17,27,13,19,7,0
1527,Delhi,226942,0,20,29,7,8,31,6,0
1528,Mumbai,386823,1,28,15,5,9,23,4,0
1529,Chennai,452747,3,18,11,12,15,26,4,0
1530,Chennai,90570,1,19,19,11,14,26,5,0
1531,Delhi,106621,1,12,12,14,10,22,5,0
1532,Bangalore,281586,1,18,10,6,12,28,4,0
1533,Chennai,328581,0,16,26,4,14,27,4,0
1534,Chennai,266411,2,116,13,39,7,113,9,1
1535,Kolkata,463558,1,26,15,11,15,30,6,0
1536,Mumbai,350323,0,24,27,16,7,36,6,0
1537,Bangalore,438285,1,19,14,10,14,22,7,0
1538,Mumbai,214318,1,30,14,10,10,22,5,0
1539,Bangalore,179632,0,23,23,12,11,23,4,0
1540,Chennai,461286,2,24,12,25,8,30,3,0
1541,Kolkata,445643,2,19,16,43,10,28,5,0
1542,Mumbai,397752,3,28,13,10,7,20,8,0
1543,Chennai,463712,0,15,28,11,12,31,9,0
1544,Bangalore,74557,3,21,14,12,9,14,8,0
1545,Mumbai,82752,3,17,13,9,5,29,4,0
1546,Mumbai,218320,3,19,14,13,8,27,0,0
1547,Chennai,211513,2,19,23,22,9,26,5,0
1548,Mumbai,58534,0,20,25,10,13,27,4,0
1549,Kolkata,376447,3,24,20,9,11,26,4,0
1550,Kolkata,169002,0,15,28,8,14,32,7,0
1551,Chennai,499944,0,24,26,18,6,13,3,0
1552,Bangalore,395439,2,24,18,25,22,42,4,0
1553,Chennai,230114,3,24,18,14,11,22,9,0
1554,Kolkata,387431,3,18,18,11,14,33,3,0
1555,Delhi,279432,0,23,23,9,13,29,6,0
1556,Delhi,119570,1,22,14,14,15,28,4,0
1557,Mumbai,367691,2,18,15,30,9,37,7,0
1558,Mumbai,91122,2,21,13,27,6,22,5,0
1559,Delhi,202590,2,20,15,33,10,18,3,0
1560,Kolkata,42400,2,17,16,33,19,21,5,0
1561,Mumbai,394753,3,20,18,6,13,29,5,0
1562,Chennai,142639,3,16,14,12,18,27,6,0
1563,Chennai,57878,1,26,10,14,12,19,5,0
1564,Kolkata,58850,2,18,20,166,14,22,9,1
1565,Mumbai,404310,2,26,15,27,6,29,2,0
1566,Chennai,152207,0,18,28,11,11,21,6,0
1567,Mumbai,351188,3,17,16,7,8,23,5,0
1568,Mumbai,55113,2,24,16,29,12,22,5,0
1569,Chennai,68791,1,19,18,10,11,26,9,0
1570,Delhi,281828,1,69,12,11,91,25,3,1
1571,Chennai,364927,3,25,19,9,13,25,7,0
1572,Kolkata,81727,1,18,12,12,17,29,8,0
1573,Bangalore,355522,1,23,13,7,17,31,3,0
1574,Chennai,68552,3,18,18,4,13,30,0,0
1575,Mumbai,149118,2,22,14,26,13,31,4,0
1576,Mumbai,14934,2,33,10,32,11,30,3,0
1577,Chennai,462772,1,18,13,10,11,21,4,0
1578,Bangalore,187878,1,13,9,10,13,22,4,0
1579,Chennai,273498,2,16,15,26,13,20,7,0
1580,Bangalore,114777,3,19,13,7,8,19,6,0
1581,Bangalore,105352,1,22,15,8,5,26,4,0
1582,Kolkata,264164,0,22,24,8,7,23,5,0
1583,Mumbai,63046,3,19,11,9,16,23,7,0
1584,Mumbai,383242,1,25,15,12,8,22,13,0
1585,Bangalore,75064,1,110,10,10,17,71,4,1
1586,Mumbai,329328,0,47,20,8,72,18,9,1
1587,Delhi,144035,0,22,27,7,12,28,4,0
1588,Bangalore,37424,2,14,15,38,18,25,3,0
1589,Mumbai,221111,3,23,20,7,11,16,3,0
1590,Delhi,144114,3,19,12,9,14,23,5,0
1591,Kolkata,498993,2,20,17,32,18,29,3,0
1592,Mumbai,279283,3,18,28,13,13,23,5,0
1593,Delhi,283370,3,22,19,10,10,31,6,0
1594,Chennai,377378,3,18,13,9,16,27,7,0
1595,Chennai,483514,3,17,11,13,13,26,7,0
1596,Delhi,355796,3,18,14,11,12,23,5,0
1597,Bangalore,179180,0,15,32,9,14,21,6,0
1598,Bangalore,80647,3,17,24,7,14,18,6,0
1599,Mumbai,78617,0,12,29,7,15,28,3,0
1600,Chennai,170887,3,19,18,10,10,24,3,0
1601,Bangalore,411018,2,20,17,31,12,23,7,0
1602,Bangalore,183302,1,31,15,12,12,23,3,0
1603,Chennai,204444,0,15,21,14,13,29,7,0
1604,Kolkata,254956,3,12,15,11,17,22,6,0
1605,Bangalore,195092,2,20,10,34,10,28,8,0
1606,Delhi,486665,1,28,16,6,15,27,5,0
1607,Mumbai,158537,0,17,30,12,16,26,3,0
1608,Bangalore,411210,1,14,22,6,13,32,3,0
1609,Bangalore,13531,2,22,11,39,9,23,9,0
1610,Kolkata,150415,0,59,24,9,77,21,9,1
1611,Delhi,462282,1,18,16,8,12,28,5,0
1612,Mumbai,240092,3,21,12,11,11,22,5,0
1613,Bangalore,409445,0,14,23,6,17,18,5,0
1614,Mumbai,366455,1,16,16,11,8,23,2,0
1615,Chennai,233374,2,26,10,31,17,20,5,0
1616,Bangalore,92124,2,16,17,33,19,22,3,0
1617,Bangalore,491920,0,14,37,12,8,18,8,0
1618,Chennai,185861,1,16,13,6,15,34,10,0
1619,Kolkata,54069,0,19,36,6,15,31,3,0
1620,Bangalore,243470,0,157,27,9,23,89,2,1
1621,Mumbai,228474,1,51,13,9,86,20,8,1
1622,Delhi,412740,1,21,13,13,12,23,3,0
1623,Mumbai,131907,3,22,17,11,9,27,2,0
1624,Kolkata,266000,1,17,18,9,23,28,7,0
1625,Delhi,98074,2,19,14,22,13,29,6,0
1626,Mumbai,118345,0,21,30,9,12,20,2,0
1627,Mumbai,227834,0,22,37,10,11,22,5,0
1628,Chennai,466319,2,29,9,29,14,24,5,0
1629,Kolkata,411319,1,20,15,9,9,28,3,0
1630,Chennai,461797,2,18,16,35,13,30,5,0
1631,Delhi,487154,2,18,17,37,17,21,10,0
1632,Chennai,64203,3,21,14,9,11,24,4,0
1633,Kolkata,156162,2,33,18,29,11,20,7,0
1634,Bangalore,25915,0,21,27,6,14,30,7,0
1635,Bangalore,313621,2,21,13,26,8,27,8,0
1636,Delhi,198059,0,24,31,14,14,22,9,0
1637,Bangalore,456454,0,21,24,11,16,26,2,0
1638,Chennai,490263,0,21,31,9,12,22,4,0
1639,Delhi,388884,1,24,13,11,13,29,3,0
1640,Kolkata,132217,3,26,11,8,7,31,5,0
1641,Delhi,156101,0,18,28,15,18,21,5,0
1642,Delhi,237439,0,23,40,8,15,20,4,0
1643,Mumbai,99067,1,12,13,11,9,24,3,0
1644,Mumbai,63520,0,21,33,4,10,28,5,0
1645,Delhi,80053,2,64,19,24,39,26,5,1
1646,Bangalore,61464,2,28,27,36,16,26,5,0
1647,Mumbai,163033,3,17,12,10,8,24,4,0
1648,Kolkata,430051,0,21,34,11,7,20,2,0
1649,Chennai,430941,1,31,16,11,16,28,8,0
1650,Mumbai,297501,2,20,13,23,12,23,0,0
1651,Delhi,142316,1,25,12,7,11,20,9,0
1652,Bangalore,77952,1,11,17,11,13,32,9,0
1653,Chennai,58061,2,14,6,35,13,23,4,0
1654,Mumbai,278634,1,22,13,5,12,21,7,0
1655,Bangalore,87219,2,17,15,36,10,27,6,0
1656,Bangalore,398449,1,27,17,10,9,25,8,0
1657,Bangalore,277983,2,22,12,39,18,29,5,0
1658,Delhi,34992,0,16,32,10,15,27,2,0
1659,Kolkata,123154,3,18,18,8,16,28,6,0
1660,Bangalore,264166,2,24,16,28,12,19,6,0
1661,Chennai,186010,2,80,19,40,5,120,2,1
1662,Mumbai,265087,3,23,12,10,10,22,7,0
1663,Chennai,328393,2,29,7,33,14,24,2,0
1664,Delhi,447951,2,18,12,32,16,30,5,0
1665,Delhi,113313,1,17,15,4,7,27,11,0
1666,Chennai,322878,3,22,18,9,9,33,5,0
1667,Kolkata,188152,0,17,31,11,13,22,9,0
1668,Delhi,215532,2,16,12,27,15,29,7,0
1669,Delhi,135626,3,15,11,8,10,33,4,0
1670,Chennai,484673,1,22,15,13,13,26,3,0
1671,Delhi,296404,0,12,41,7,9,21,7,0
1672,Kolkata,200679,3,15,13,10,10,40,2,0
1673,Kolkata,71852,0,13,28,11,12,27,6,0
1674,Kolkata,38380,0,21,30,9,20,18,12,0
1675,Mumbai,487563,0,19,23,6,19,18,2,0
1676,Kolkata,81257,2,22,16,26,11,27,4,0
1677,Kolkata,182263,2,17,17,25,14,22,12,0
1678,Mumbai,277074,1,22,16,13,11,24,3,0
1679,Bangalore,407569,1,24,15,6,9,27,7,0
1680,Delhi,411048,3,19,17,17,11,22,2,0
1681,Kolkata,190626,1,26,11,10,18,28,4,0
1682,Delhi,229559,0,21,34,11,11,25,3,0
1683,Chennai,326161,0,19,25,7,5,32,2,0
1684,Delhi,460514,2,23,10,38,13,18,11,0
1685,Mumbai,255824,0,14,28,4,13,32,8,0
1686,Delhi,454605,3,25,13,7,16,26,3,0
1687,Delhi,214378,0,56,40,10,55,19,7,1
1688,Delhi,166597,0,24,27,11,8,19,6,0
1689,Bangalore,485308,3,23,17,9,7,19,3,0
1690,Bangalore,90630,1,19,14,8,11,18,6,0
1691,Chennai,476687,1,22,12,10,18,19,5,0
1692,Mumbai,209283,3,24,14,7,11,31,7,0
1693,Delhi,41280,2,19,10,38,10,31,5,0
1694,Delhi,134130,0,19,31,13,20,23,5,0
1695,Delhi,152312,3,13,16,8,9,19,13,0
1696,Delhi,468308,0,22,42,6,10,12,6,0
1697,Bangalore,472757,2,21,23,24,15,27,6,0
1698,Chennai,466067,0,19,28,8,10,24,3,0
1699,Kolkata,278688,3,22,13,18,12,34,6,0
1700,Mumbai,199053,0,33,29,11,13,26,7,0
1701,Delhi,420548,1,16,15,13,13,20,2,0
1702,Chennai,167908,2,12,13,29,13,31,8,0
1703,Kolkata,286532,2,18,13,26,10,32,5,0
1704,Chennai,254335,2,17,11,33,12,25,8,0
1705,Bangalore,11694,3,24,22,13,3,29,7,0
1706,Kolkata,137727,2,21,21,24,20,25,2,0
1707,Chennai,489893,1,26,12,6,11,29,5,0
1708,Bangalore,360346,3,17,15,13,16,25,7,0
1709,Chennai,123057,1,23,16,9,8,35,11,0
1710,Chennai,321438,0,25,35,14,17,29,5,0
1711,Kolkata,48769,0,21,32,11,17,22,8,0
1712,Bangalore,442636,0,16,27,8,16,23,5,0
1713,Delhi,385433,0,8,37,14,11,15,3,0
1714,Mumbai,112885,1,22,9,10,11,31,4,0
1715,Kolkata,47855,3,24,19,10,8,21,4,0
1716,Bangalore,142532,3,16,11,10,9,25,5,0
1717,Chennai,57646,2,17,12,31,22,24,5,0
1718,Bangalore,444468,1,20,11,9,12,25,1,0
1719,Mumbai,413051,0,23,36,11,12,24,4,0
1720,Mumbai,123947,1,26,16,8,5,21,3,0
1721,Delhi,20910,2,18,17,37,13,21,4,0
1722,Delhi,92757,2,18,15,31,8,27,5,0
1723,Mumbai,494365,1,16,17,6,18,27,5,0
1724,Kolkata,237961,1,22,12,13,11,23,0,0
1725,Kolkata,245222,1,21,18,6,12,21,4,0
1726,Chennai,280607,3,24,16,13,13,21,3,0
1727,Delhi,154408,0,27,30,12,10,33,4,0
1728,Chennai,36534,1,23,10,12,11,18,10,0
1729,Delhi,143441,1,10,12,8,12,21,3,0
1730,Mumbai,428597,1,24,16,4,15,27,7,0
1731,Kolkata,384440,2,22,12,29,10,18,4,0
1732,Kolkata,357238,2,21,19,26,13,22,5,0
1733,Mumbai,360049,3,17,14,8,11,22,7,0
1734,Chennai,499706,0,24,33,13,9,20,3,0
1735,Chennai,297551,3,19,18,13,15,29,10,0
1736,Bangalore,334696,0,114,33,8,17,114,6,1
1737,Delhi,177011,2,21,22,24,16,24,6,0
1738,Chennai,102303,2,24,8,32,14,22,5,0
1739,Mumbai,470792,2,19,20,23,14,16,2,0
1740,Chennai,269153,3,14,18,8,8,26,6,0
1741,Kolkata,491868,1,22,18,8,13,23,5,0
1742,Delhi,429386,1,21,11,12,10,24,4,0
1743,Bangalore,81908,2,21,17,167,15,27,6,1
1744,Delhi,134506,1,14,13,4,13,20,3,0
1745,Kolkata,294513,1,24,23,7,16,21,8,0
1746,Kolkata,476314,3,23,15,9,7,24,4,0
1747,Kolkata,447760,0,16,24,9,13,24,2,0
1748,Kolkata,278044,2,17,17,36,12,18,5,0
1749,Mumbai,50733,2,24,20,27,6,21,4,0
1750,Bangalore,359380,3,21,12,13,14,16,6,0
1751,Kolkata,247841,3,23,15,7,9,34,2,0
1752,Kolkata,141661,1,23,19,9,20,12,6,0
1753,Chennai,332188,2,13,17,32,12,27,9,0
1754,Bangalore,468527,0,62,39,12,40,22,10,1
1755,Delhi,461142,3,15,16,10,11,16,3,0
1756,Bangalore,211671,0,24,21,7,11,30,3,0
1757,Bangalore,357697,0,18,28,13,9,20,6,0
1758,Bangalore,224982,2,19,17,38,8,23,6,0
1759,Kolkata,360579,2,14,16,32,9,17,4,0
1760,Kolkata,59008,3,22,15,13,17,18,7,0
1761,Mumbai,76794,2,30,8,31,16,28,2,0
1762,Delhi,89134,2,20,13,33,18,29,4,0
1763,Chennai,406082,2,25,16,31,19,31,6,0
1764,Bangalore,325034,0,23,34,9,10,32,8,0
1765,Delhi,387403,3,22,15,13,11,27,2,0
1766,Delhi,444720,1,17,14,10,5,22,6,0
1767,Mumbai,498884,0,13,20,11,14,24,2,0
1768,Chennai,456590,2,20,15,27,8,26,1,0
1769,Bangalore,301548,0,17,33,6,17,22,7,0
1770,Chennai,337367,2,28,11,35,16,19,4,0
1771,Mumbai,272781,2,20,13,27,12,26,1,0
1772,Kolkata,231224,0,18,20,8,10,27,3,0
1773,Delhi,375330,3,22,14,8,15,23,3,0
1774,Bangalore,287972,2,18,18,35,17,24,2,0
1775,Kolkata,194616,3,16,16,8,11,28,9,0
1776,Mumbai,494948,1,16,14,14,8,21,5,0
1777,Chennai,111976,2,22,14,29,15,24,4,0
1778,Delhi,55097,3,19,16,11,18,33,7,0
1779,Bangalore,123271,3,13,18,5,21,15,8,0
1780,Kolkata,304166,1,19,20,13,7,27,4,0
1781,Kolkata,42202,3,21,10,12,12,20,3,0
1782,Delhi,38704,3,28,17,14,13,19,4,0
1783,Chennai,101411,1,21,19,17,7,23,8,0
1784,Mumbai,139688,2,18,10,29,8,25,10,0
1785,Chennai,33641,3,123,15,9,18,95,3,1
1786,Chennai,309623,3,19,20,8,11,23,3,0
1787,Chennai,219843,3,21,17,8,14,25,8,0
1788,Delhi,294171,0,24,30,5,11,22,5,0
1789,Delhi,315056,1,19,15,4,9,25,3,0
1790,Mumbai,380371,0,21,29,11,12,27,7,0
1791,Chennai,495774,1,12,17,11,17,23,5,0
1792,Delhi,212546,2,17,13,29,10,21,5,0
1793,Mumbai,138773,2,13,14,36,14,22,6,0
1794,Mumbai,119658,3,15,19,151,13,21,5,1
1795,Chennai,52692,1,16,15,8,11,31,9,0
1796,Bangalore,108884,2,16,25,47,17,23,9,0
1797,Chennai,42209,1,24,9,11,15,25,1,0
1798,Bangalore,198635,2,15,14,35,13,26,4,0
1799,Mumbai,328882,0,12,34,7,12,22,3,0
1800,Delhi,309386,2,18,17,36,12,26,7,0
1801,Kolkata,413157,0,52,17,5,82,18,6,1
1802,Mumbai,410289,2,24,21,30,11,31,6,0
1803,Delhi,117966,3,13,11,9,11,23,4,0
1804,Mumbai,178899,0,21,25,15,13,19,9,0
1805,Chennai,187297,2,17,17,27,10,26,5,0
1806,Bangalore,178168,3,15,9,13,9,29,4,0
1807,Mumbai,191618,0,18,32,10,12,26,2,0
1808,Delhi,338601,3,21,7,5,8,24,4,0
1809,Chennai,401401,1,22,14,13,11,30,2,0
1810,Kolkata,340453,1,16,10,7,9,22,5,0
1811,Chennai,473214,0,18,35,10,10,27,7,0
1812,Bangalore,96496,2,17,13,32,9,24,2,0
1813,Chennai,171340,0,16,27,10,11,25,7,0
1814,Kolkata,226426,3,20,10,11,9,23,5,0
1815,Delhi,246109,2,20,9,30,12,15,7,0
1816,Mumbai,120078,1,26,17,9,7,23,3,0
1817,Bangalore,445294,2,38,16,30,7,22,8,0
1818,Kolkata,274009,1,14,6,9,14,26,2,0
1819,Bangalore,106242,2,21,19,28,12,27,7,0
1820,Chennai,301031,2,15,15,34,14,22,7,0
1821,Bangalore,453092,2,41,15,16,57,18,7,1
1822,Kolkata,368191,3,19,13,11,12,18,4,0
1823,Mumbai,174551,3,26,20,10,10,32,7,0
1824,Mumbai,138863,0,16,28,16,13,32,6,0
1825,Bangalore,50478,0,27,34,184,13,21,8,1
1826,Delhi,429617,1,17,9,10,13,28,8,0
1827,Bangalore,169574,3,16,17,3,8,26,4,0
1828,Chennai,260840,1,21,14,12,17,36,5,0
1829,Mumbai,383894,0,21,30,9,13,36,3,0
1830,Mumbai,285538,1,14,16,6,11,25,3,0
1831,Mumbai,239766,0,20,25,8,8,16,10,0
1832,Delhi,150334,3,25,16,8,10,20,2,0
1833,Delhi,14487,2,18,11,36,12,25,4,0
1834,Kolkata,168413,3,26,21,12,14,26,6,0
1835,Bangalore,268432,1,19,15,14,11,20,5,0
1836,Bangalore,118924,1,17,20,8,10,25,8,0
1837,Chennai,271196,3,16,15,11,14,24,6,0
1838,Mumbai,416786,3,17,7,8,11,29,3,0
1839,Delhi,67268,0,19,30,5,6,30,7,0
1840,Chennai,39605,1,16,18,12,11,23,7,0
1841,Chennai,81602,1,17,20,19,11,32,3,0
1842,Delhi,167795,3,16,10,7,14,26,5,0
1843,Bangalore,210180,2,16,18,40,7,21,10,0
1844,Mumbai,350350,1,17,12,7,7,28,9,0
1845,Bangalore,463314,2,16,10,34,16,26,4,0
1846,Chennai,103375,3,32,22,16,14,32,9,0
1847,Mumbai,451923,3,25,16,8,12,25,3,0
1848,Kolkata,190100,0,22,28,11,11,17,6,0
1849,Chennai,366081,1,170,17,10,6,110,2,1
1850,Bangalore,66921,2,28,17,26,14,21,5,0
1851,Bangalore,332904,0,19,37,4,17,25,7,0
1852,Bangalore,151321,1,19,11,8,11,18,3,0
1853,Delhi,77847,0,21,42,6,10,22,4,0
1854,Chennai,107547,3,19,11,137,10,22,5,1
1855,Mumbai,315983,1,12,18,9,12,23,2,0
1856,Bangalore,246149,0,22,20,10,11,35,6,0
1857,Bangalore,49673,0,40,37,7,87,28,1,1
1858,Delhi,13642,2,127,11,22,13,116,6,1
1859,Mumbai,409554,0,24,38,11,3,39,7,0
1860,Chennai,323905,1,16,17,10,6,36,5,0
1861,Kolkata,19622,1,19,18,14,13,13,2,0
1862,Delhi,58423,2,30,13,36,15,20,2,0
1863,Chennai,52873,1,26,12,9,7,24,8,0
1864,Kolkata,245616,3,14,11,12,10,24,11,0
1865,Bangalore,57565,1,20,22,6,10,27,7,0
1866,Bangalore,148878,1,17,15,11,13,25,4,0
1867,Mumbai,272901,0,25,33,9,14,24,7,0
1868,Kolkata,495462,0,24,25,10,14,29,4,0
1869,Bangalore,424686,1,14,11,9,18,21,2,0
1870,Bangalore,16220,2,21,17,30,8,28,6,0
1871,Mumbai,380552,0,18,28,9,8,24,4,0
1872,Chennai,101851,2,18,15,131,16,22,6,1
1873,Bangalore,195826,1,21,12,13,9,15,5,0
1874,Delhi,365473,1,24,20,14,6,22,3,0
1875,Delhi,137636,3,12,16,9,11,26,8,0
1876,Chennai,483068,0,18,25,11,15,22,6,0
1877,Kolkata,425721,1,18,15,14,16,24,4,0
1878,Mumbai,300432,3,23,24,6,10,31,5,0
1879,Delhi,84492,0,17,26,10,14,18,5,0
1880,Delhi,291253,1,14,21,8,15,20,2,0
1881,Chennai,259128,1,25,15,9,13,23,5,0
1882,Kolkata,406713,0,25,36,6,9,20,11,0
1883,Kolkata,67326,0,27,30,5,12,23,5,0
1884,Chennai,19864,0,15,29,12,15,18,1,0
1885,Delhi,234589,1,14,15,10,17,27,6,0
1886,Mumbai,359706,1,26,16,8,13,27,6,0
